treatment_repo,treatment_month,event_month,time_to_event,in_event_window,treatment_python_eligible,treatment_scan_status,control_rank,control_repo,pair_status,control_clone_found,control_slot_status,control_slot_usable,eligibility_lookup,selected_eligibility_month,selected_snapshot_observed_month,selected_snapshot_commit,selected_commit_resolution,selected_scan_status,selected_python_eligible,asof_row_gap_months,snapshot_age_months,selected_months_since_observed_commit,selected_error_message,pair_status_overridden_by_history
tw-haiven/haiven,2025-08,2025-02,6.0,1,1,success_python,2,ArpiarSaundersLab/annsql,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,4d48c602f9a55fef75cd57e3db238503bf180736,observed,success_python,1,3,3,0,,0
tw-haiven/haiven,2025-08,2025-02,6.0,1,1,success_python,3,evermoving/SystemCaptioner,aligned,1,python_eligible,1,exact_month,2025-08,2025-08,716ddee7066c125ca3bc3193d7eee37bd0eef006,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-03,2025-03,0.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,0166b77440414fa4722ba2a00bd4efb53b8b0284,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-03,2025-03,0.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-03,2025-03,0.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,9bd9d4bd1ed107e47ebcc67b6487c97904d044cf,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-04,2025-03,1.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,d13683ac30876df8004b7eaeb6ed9db10607a419,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-04,2025-03,1.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,exact_month,2025-04,2025-03,d7b3e3870708b397ed5abbf846b77d5f1159a5a8,carried_forward,success_python,1,0,1,1,,0
utensils/mcp-nixos,2025-04,2025-03,1.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,dc77803efd5ddc4db596480c0e6da24107c9f8bb,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-05,2025-03,2.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-05,2025-05,9fdf998b06aa849cefeec00490a3429837f584f2,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-05,2025-03,2.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,exact_month,2025-05,2025-05,af0b596ed25048c90b6bdee88900c8fad8fcda6c,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-05,2025-03,2.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-05,2025-04,dc77803efd5ddc4db596480c0e6da24107c9f8bb,carried_forward,success_python,1,0,1,1,,0
utensils/mcp-nixos,2025-06,2025-03,3.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-06,2025-06,ec2a9086644b1fc68c0c39ed362360e2843800eb,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-06,2025-03,3.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,af0b596ed25048c90b6bdee88900c8fad8fcda6c,observed,success_python,1,1,1,0,,0
utensils/mcp-nixos,2025-06,2025-03,3.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-06,2025-04,dc77803efd5ddc4db596480c0e6da24107c9f8bb,carried_forward,success_python,1,0,2,2,,0
utensils/mcp-nixos,2025-07,2025-03,4.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-07,2025-07,0c34f761c63a37dc23f400ea6257163f2009b0d5,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-07,2025-03,4.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,af0b596ed25048c90b6bdee88900c8fad8fcda6c,observed,success_python,1,2,2,0,,0
utensils/mcp-nixos,2025-07,2025-03,4.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,exact_month,2025-07,2025-07,2b4b4321c826efc3c8dc44982fcb439466ff5ebe,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-08,2025-03,5.0,1,1,success_python,1,aws/nova-act,aligned,1,python_eligible,1,exact_month,2025-08,2025-08,03bf255e76814a50b7ed1cd4e9961d8d6b9dc01d,observed,success_python,1,0,0,0,,0
utensils/mcp-nixos,2025-08,2025-03,5.0,1,1,success_python,2,cyb3rfortr3ss/ByDeF,aligned,1,python_eligible,1,prior_asof,2025-05,2025-05,af0b596ed25048c90b6bdee88900c8fad8fcda6c,observed,success_python,1,3,3,0,,0
utensils/mcp-nixos,2025-08,2025-03,5.0,1,1,success_python,3,vonssy/DreamerQuests-BOT,aligned,1,python_eligible,1,prior_asof,2025-07,2025-07,2b4b4321c826efc3c8dc44982fcb439466ff5ebe,observed,success_python,1,1,1,0,,0
vcs-python/vcspull,2024-01,2025-03,-14.0,0,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,35,35,0,,0
vcs-python/vcspull,2024-01,2025-03,-14.0,0,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,36,36,0,,0
vcs-python/vcspull,2024-01,2025-03,-14.0,0,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,29,29,0,,0
vcs-python/vcspull,2024-02,2025-03,-13.0,0,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,36,36,0,,0
vcs-python/vcspull,2024-02,2025-03,-13.0,0,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,37,37,0,,0
vcs-python/vcspull,2024-02,2025-03,-13.0,0,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,30,30,0,,0
vcs-python/vcspull,2024-03,2025-03,-12.0,0,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,37,37,0,,0
vcs-python/vcspull,2024-03,2025-03,-12.0,0,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,38,38,0,,0
vcs-python/vcspull,2024-03,2025-03,-12.0,0,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,31,31,0,,0
vcs-python/vcspull,2024-04,2025-03,-11.0,0,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,38,38,0,,0
vcs-python/vcspull,2024-04,2025-03,-11.0,0,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,39,39,0,,0
vcs-python/vcspull,2024-04,2025-03,-11.0,0,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,32,32,0,,0
vcs-python/vcspull,2024-05,2025-03,-10.0,0,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,39,39,0,,0
vcs-python/vcspull,2024-05,2025-03,-10.0,0,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,40,40,0,,0
vcs-python/vcspull,2024-05,2025-03,-10.0,0,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,33,33,0,,0
vcs-python/vcspull,2024-06,2025-03,-9.0,0,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,40,40,0,,0
vcs-python/vcspull,2024-06,2025-03,-9.0,0,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,41,41,0,,0
vcs-python/vcspull,2024-06,2025-03,-9.0,0,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,34,34,0,,0
vcs-python/vcspull,2024-07,2025-03,-8.0,0,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,41,41,0,,0
vcs-python/vcspull,2024-07,2025-03,-8.0,0,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,42,42,0,,0
vcs-python/vcspull,2024-07,2025-03,-8.0,0,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,35,35,0,,0
vcs-python/vcspull,2024-08,2025-03,-7.0,0,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,42,42,0,,0
vcs-python/vcspull,2024-08,2025-03,-7.0,0,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,43,43,0,,0
vcs-python/vcspull,2024-08,2025-03,-7.0,0,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,36,36,0,,0
vcs-python/vcspull,2024-09,2025-03,-6.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,43,43,0,,0
vcs-python/vcspull,2024-09,2025-03,-6.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,44,44,0,,0
vcs-python/vcspull,2024-09,2025-03,-6.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,37,37,0,,0
vcs-python/vcspull,2024-10,2025-03,-5.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,44,44,0,,0
vcs-python/vcspull,2024-10,2025-03,-5.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,45,45,0,,0
vcs-python/vcspull,2024-10,2025-03,-5.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,38,38,0,,0
vcs-python/vcspull,2024-11,2025-03,-4.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,45,45,0,,0
vcs-python/vcspull,2024-11,2025-03,-4.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,46,46,0,,0
vcs-python/vcspull,2024-11,2025-03,-4.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,39,39,0,,0
vcs-python/vcspull,2024-12,2025-03,-3.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,46,46,0,,0
vcs-python/vcspull,2024-12,2025-03,-3.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,47,47,0,,0
vcs-python/vcspull,2024-12,2025-03,-3.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,40,40,0,,0
vcs-python/vcspull,2025-01,2025-03,-2.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,47,47,0,,0
vcs-python/vcspull,2025-01,2025-03,-2.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,48,48,0,,0
vcs-python/vcspull,2025-01,2025-03,-2.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,41,41,0,,0
vcs-python/vcspull,2025-02,2025-03,-1.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,48,48,0,,0
vcs-python/vcspull,2025-02,2025-03,-1.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,49,49,0,,0
vcs-python/vcspull,2025-02,2025-03,-1.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,42,42,0,,0
vcs-python/vcspull,2025-03,2025-03,0.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,49,49,0,,0
vcs-python/vcspull,2025-03,2025-03,0.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,50,50,0,,0
vcs-python/vcspull,2025-03,2025-03,0.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,43,43,0,,0
vcs-python/vcspull,2025-04,2025-03,1.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,50,50,0,,0
vcs-python/vcspull,2025-04,2025-03,1.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,51,51,0,,0
vcs-python/vcspull,2025-04,2025-03,1.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,44,44,0,,0
vcs-python/vcspull,2025-05,2025-03,2.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,51,51,0,,0
vcs-python/vcspull,2025-05,2025-03,2.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,52,52,0,,0
vcs-python/vcspull,2025-05,2025-03,2.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,45,45,0,,0
vcs-python/vcspull,2025-06,2025-03,3.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,52,52,0,,0
vcs-python/vcspull,2025-06,2025-03,3.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,53,53,0,,0
vcs-python/vcspull,2025-06,2025-03,3.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,46,46,0,,0
vcs-python/vcspull,2025-07,2025-03,4.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,53,53,0,,0
vcs-python/vcspull,2025-07,2025-03,4.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,54,54,0,,0
vcs-python/vcspull,2025-07,2025-03,4.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,47,47,0,,0
vcs-python/vcspull,2025-08,2025-03,5.0,1,1,success_python,1,Khrylx/PyTorch-RL,aligned,1,python_eligible,1,prior_asof,2021-02,2021-02,72069237b4d86bcb9675b899ea94228019a4f003,observed,success_python,1,54,54,0,,0
vcs-python/vcspull,2025-08,2025-03,5.0,1,1,success_python,2,ahmetozlu/color_recognition,aligned,1,python_eligible,1,prior_asof,2021-01,2021-01,740aa5c6102f7766565e433f8fbea9f0edca62cb,observed,success_python,1,55,55,0,,0
vcs-python/vcspull,2025-08,2025-03,5.0,1,1,success_python,3,oval-group/smooth-topk,aligned,1,python_eligible,1,prior_asof,2021-08,2021-08,12c1645f187e2fa0c05f47bf1fe48864d4bd2707,observed,success_python,1,48,48,0,,0
vietanhdev/anylabeling,2024-01,2025-03,-14.0,0,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-01,2024-01,31960894e15266f6ae76a4b7c1028cf9cc6bc459,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-01,2025-03,-14.0,0,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,3,3,0,,0
vietanhdev/anylabeling,2024-01,2025-03,-14.0,0,1,success_python,3,zeyangsha/De-Fake,aligned,1,no_python,0,exact_month,2024-01,2023-09,83056320748ad608d8b3168ee527cd672679560a,carried_forward,success_no_python,0,0,4,4,,0
vietanhdev/anylabeling,2024-02,2025-03,-13.0,0,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-02,2024-02,b2caab3b6e18e696abe751d3d7606677b968dc5f,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-02,2025-03,-13.0,0,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,4,4,0,,0
vietanhdev/anylabeling,2024-02,2025-03,-13.0,0,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-02,2024-02,09a050b395d0472b85f3fec66552613301b4846c,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-03,2025-03,-12.0,0,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-03,2024-03,ddddbf6e3e8d13db477f70dc2ca8048dd12c563a,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-03,2025-03,-12.0,0,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,5,5,0,,0
vietanhdev/anylabeling,2024-03,2025-03,-12.0,0,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-03,2024-02,09a050b395d0472b85f3fec66552613301b4846c,carried_forward,success_python,1,0,1,1,,0
vietanhdev/anylabeling,2024-04,2025-03,-11.0,0,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-04,2024-04,cb59c99233575b096207e6afc288af9da7ee0256,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-04,2025-03,-11.0,0,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,6,6,0,,0
vietanhdev/anylabeling,2024-04,2025-03,-11.0,0,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-04,2024-02,09a050b395d0472b85f3fec66552613301b4846c,carried_forward,success_python,1,0,2,2,,0
vietanhdev/anylabeling,2024-05,2025-03,-10.0,0,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-05,2024-05,1ffb09baf37f4599adfd65b4259fdda7564da408,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-05,2025-03,-10.0,0,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,7,7,0,,0
vietanhdev/anylabeling,2024-05,2025-03,-10.0,0,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-05,2024-05,96989eb2ad4896a44394abda359179dffa324537,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-06,2025-03,-9.0,0,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-06,2024-06,9e49ed69d1ca074f7cae54647bd16001e59644a8,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-06,2025-03,-9.0,0,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,8,8,0,,0
vietanhdev/anylabeling,2024-06,2025-03,-9.0,0,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-06,2024-05,96989eb2ad4896a44394abda359179dffa324537,carried_forward,success_python,1,0,1,1,,0
vietanhdev/anylabeling,2024-07,2025-03,-8.0,0,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-07,2024-07,6d51acec45c4ae60a66bbfdf0d35d8b1c9158ff9,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-07,2025-03,-8.0,0,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,9,9,0,,0
vietanhdev/anylabeling,2024-07,2025-03,-8.0,0,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-07,2024-05,96989eb2ad4896a44394abda359179dffa324537,carried_forward,success_python,1,0,2,2,,0
vietanhdev/anylabeling,2024-08,2025-03,-7.0,0,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-08,2024-08,c3e4c8db9b8e548c2d498e34a6aa4a5796852401,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-08,2025-03,-7.0,0,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,10,10,0,,0
vietanhdev/anylabeling,2024-08,2025-03,-7.0,0,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-08,2024-05,96989eb2ad4896a44394abda359179dffa324537,carried_forward,success_python,1,0,3,3,,0
vietanhdev/anylabeling,2024-09,2025-03,-6.0,1,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-09,2024-09,93e9a375c1ed7b2132bb470ae16c12130c183a8a,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-09,2025-03,-6.0,1,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,11,11,0,,0
vietanhdev/anylabeling,2024-09,2025-03,-6.0,1,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-09,2024-05,96989eb2ad4896a44394abda359179dffa324537,carried_forward,success_python,1,0,4,4,,0
vietanhdev/anylabeling,2024-10,2025-03,-5.0,1,1,success_python,1,microsoft/AzureTRE,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,8d27d595498ccf4c2cd45a9af859bc435061a61e,observed,success_python,1,0,0,0,,0
vietanhdev/anylabeling,2024-10,2025-03,-5.0,1,1,success_python,2,Scholar01/sd-webui-bg-mask,aligned,1,python_eligible,1,prior_asof,2023-10,2023-10,8a0808fa108f87339f7c7ceb7ef0ffa75fbfde73,observed,success_python,1,12,12,0,,0
vietanhdev/anylabeling,2024-10,2025-03,-5.0,1,1,success_python,3,zeyangsha/De-Fake,aligned,1,python_eligible,1,exact_month,2024-10,2024-05,96989eb2ad4896a44394abda359179dffa324537,carried_forward,success_python,1,0,5,5,,0
